Species	-	Copia	Gypsy	Harbinger	Helitron	L1	MSAT	MuDR	RTE	SAT	SINE2/tRNA	hAT	unclassified
4_Transposome/JG_CO_045_L	0.00112017842591467	0.105599483010444	0.493796768186658	0.0136735779480419	0.00269487970243233	0.00413247929664447	4.94626366683667e-05	0.00582947404377795	8.68351758815443e-05	0.000989978731487341	0.000170661652583625	0.00497021127880379	0.0383341573422154
4_Transposome/JG_CO_049_A	0.00131198444822486	0.0922034103531543	0.493801270519767	0.0164368082367664	0.00285988573190194	0.00455358769270679	5.24232154375438e-05	0.00611355209032127	8.35976735915282e-05	0.00119624143034985	0.000150314193007396	0.00504864971749573	0.0355232539798227
4_Transposome/JG_CO_049_B	0.00168028561407067	0.102689510049879	0.549101495981456	0.0189674926291482	0.00316652614883409	0.00490089091021833	3.58192706901693e-05	0.0070075908896888	0.00010355711880491	0.00123264638929165	0.000154812092651074	0.00575099743507781	0.0352191296340826
4_Transposome/JG_CO_049_C	0.00141883766653014	0.096400496178656	0.502836706246041	0.0172187846558705	0.00295564975359318	0.00454992366954706	4.13366100643002e-05	0.00643968943653288	9.84121322944047e-05	0.00151675813100315	0.000180866708785637	0.00540125747935283	0.0355876813275633
4_Transposome/JG_CO_054_A	0.00173566225828312	0.108382259173901	0.531533025330765	0.0158076792269206	0.00275683671563009	0.00484007951089303	5.21679653495205e-05	0.0062896457490237	9.48257812372264e-05	0.00164739315513005	0.000172130747309581	0.00518045213631509	0.0340835803819854
4_Transposome/JG_CO_054_B	0.00180162377733805	0.112322539806166	0.526507021331586	0.0161069831085385	0.00277804525242795	0.00505815293447498	5.4063187418539e-05	0.00711421664798485	9.85060883016228e-05	0.00145864555906396	0.000175056996007614	0.00554880073496272	0.03393493236992
4_Transposome/JG_CO_054_C	0.00100172134683589	0.107576124039714	0.523186246454338	0.019241970500703	0.00304351620820307	0.00534939559776182	5.51936727771397e-05	0.00715876883398199	8.17706983703363e-05	0.00164145688135276	0.000189558940308987	0.0061193583415655	0.033191620042852
4_Transposome/JG_CO_054_D	0.00123334972410629	0.123246468742057	0.555272644574759	0.0149303389168409	0.00271998415341662	0.00520087151556449	4.16830561624979e-05	0.00701958817471816	0.000102376477527189	0.00165493015602308	0.000200728526528567	0.00550893393210669	0.0378147476339889
4_Transposome/JG_CO_054_E	0.000969687141128421	0.114481340125597	0.51929644909049	0.0156219799792058	0.00298548468060749	0.00483256153840174	5.33770046368224e-05	0.00717192798761686	0.000127137562687786	0.000981392200922475	0.000178730304771905	0.0055760352663635	0.0349132971205088
4_Transposome/JG_CO_054_F	0.00178855461252121	0.146234687861129	0.684193132795408	0.0177216480610012	0.0034612939722858	0.00570643071048115	7.1038605337117e-06	0.00883863751204109	0.000118830108227763	0.00169900486922054	0.000193606224455658	0.0061068498196947	0.0511875079505008
4_Transposome/JG_CO_054_G	0.00125116878686986	0.113198238561507	0.505658333977493	0.014353978235616	0.00280861531306363	0.00467298467096164	4.72137694177616e-05	0.00688540227436899	0.000113379208983173	0.00120436909284556	0.000167455200018933	0.00510272107303558	0.0363034431111637
4_Transposome/JG_CO_054_H	0.00131315989112772	0.112293367906647	0.522308293927435	0.0155973819381138	0.00306235194545475	0.00483941146793441	5.35890880799624e-05	0.00721447410393717	0.000100519363417857	0.000960661194720003	0.00016939440370959	0.00537622524061912	0.0359863609307799
4_Transposome/JG_CO_054_I	0.00121463772584138	0.1106302375304	0.523317337410335	0.0134980548572069	0.00277702516610996	0.00446179923509115	5.4623138191656e-05	0.00632004329751633	9.10136847821605e-05	0.00093919229425713	0.000151905337102622	0.00488321745925623	0.0393733858886062
4_Transposome/JG_CO_054_J	0.00117732459361729	0.118317798173401	0.539744838147642	0.0149688872582925	0.00281375502120477	0.0049989988358569	5.2551082882584e-05	0.00678676994346057	8.38433874432392e-05	0.00105525431340142	0.000169072308743508	0.00546830056969689	0.0362294685812552
4_Transposome/JG_CO_054_K	0.00152194591681836	0.105611604394893	0.50922121377679	0.016839116259817	0.0027084008782732	0.0047571962146392	4.8933986355439e-05	0.00646771552671717	0.000110733127223171	0.00157140792343734	0.000165598547430257	0.0054023504920493	0.0337879400836299
4_Transposome/JG_CO_055_A	0.00121663760060246	0.103254456671666	0.517499715171813	0.0159762767007203	0.00269805173683738	0.00482407117581737	4.75271520908185e-05	0.00672284209353704	0.000105303414129247	0.00128225738765046	0.000182357457845678	0.00535820228647212	0.0335419693737873
4_Transposome/JG_CO_055_B	0.0010750122673564	0.111366721686009	0.531318111034402	0.0163918613262018	0.00280428974347337	0.0051917636437856	4.96215404722892e-05	0.00656010593554668	9.25635564209877e-05	0.00131341617881047	0.000173692522141483	0.00545384500705923	0.0382772955596216
4_Transposome/JG_CO_055_C	0.00219540712480904	0.111522558096504	0.60451118634297	0.0246349476107092	0.00357554679762353	0.00561034657085482	3.02276646664087e-05	0.00898820903385472	0.00010500459706179	0.00192834517792903	0.000155612346395868	0.00744907021066976	0.0367090384252499
4_Transposome/JG_CO_055_D	0.00159660337916808	0.108080107174829	0.527287722157222	0.0175932927142229	0.00292594685858942	0.00477747871280914	5.51944785871704e-05	0.00708257895237418	9.95095318361192e-05	0.00175196757632565	0.000203878604110278	0.00575151898434828	0.0337241008753786
4_Transposome/JG_CO_055_E	0.00129762699831704	0.109172096880099	0.534556501859785	0.0162142777941781	0.00271360429604119	0.00476476006863008	5.05895229937105e-05	0.00690372846532173	0.000110331257946161	0.00145647414805751	0.000167437568579421	0.00533750473625335	0.0341117664026524
4_Transposome/JG_CO_055_F	0.00124874612818213	0.105727384410465	0.513199208342051	0.0157420975293082	0.00275344785039436	0.00502164997548798	4.98690301681759e-05	0.00622314838072294	8.80727858448152e-05	0.00154620657807911	0.00017144096145739	0.00528231899895314	0.0327928090268413
4_Transposome/JG_CO_055_G	0.00140178019042249	0.109447348078591	0.546052634750728	0.0190201884611736	0.00313459818668241	0.00520889563150507	4.67247089629679e-05	0.00727086457739239	9.19977478072193e-05	0.00105019898212199	0.000176550972225931	0.00619580176597141	0.0333188291823041
4_Transposome/JG_CO_055_H	0.0016378083689477	0.106030753105606	0.508686010464301	0.0163531465058242	0.00274661361358333	0.00499475119683526	4.92176632249257e-05	0.00697396939606547	0.000106449270803865	0.00136349855327022	0.00017409288636098	0.00560534763053014	0.0339975556920302
4_Transposome/JG_CO_055_I	0.000876695743277483	0.100523447804986	0.514801893706475	0.0168460243669528	0.00277630742617526	0.00474097699550324	4.99413187047182e-05	0.00670664639762835	8.42167696848139e-05	0.00164106724061184	0.000182410177257232	0.00527727837130111	0.0336061272022488
4_Transposome/JG_CO_055_K	0.00107414312170866	0.118822789293199	0.547344543689015	0.0133449531460747	0.00273081385719365	0.0047434593714869	4.31946319366254e-05	0.0067157219765067	9.56318379913479e-05	0.00137402822400954	0.000174629259190745	0.00501346902513686	0.0409021244758071
4_Transposome/JG_CO_059_A	0.00120335557280805	0.0854950884583468	0.478794152791154	0.0181717662074111	0.00290437539582036	0.00464753245108698	5.33385493402489e-05	0.00648405909450255	9.36295184841368e-05	0.00171964732278299	0.000157201476916225	0.00525507427084407	0.031187607883971
4_Transposome/JG_CO_059_B	0.00130488195865696	0.101195043912237	0.517446334593783	0.0164350346505819	0.00264214915530079	0.00473731440694377	5.45416589297553e-05	0.00631236532129963	9.00800286573657e-05	0.00148880847469145	0.000148350614947303	0.00541240887340783	0.0332185725345177
4_Transposome/JG_CO_059_C	0.00148879446662421	0.105061501817614	0.528245539301064	0.0182201003138896	0.00286168605320063	0.00493568129294734	5.12497664998821e-05	0.00698129329408339	0.000106639512346642	0.00164283486861633	0.000189917746449607	0.0059340473862291	0.0330192714019578
4_Transposome/JG_CO_059_D	0.00137656725908257	0.101318726408795	0.510120697432613	0.0155506461980247	0.002666641108071	0.00462029153334359	6.25032843828465e-05	0.00640831104070281	9.97176327984153e-05	0.0015340116712371	0.000169604149856274	0.00511540476098978	0.0325288347677256
4_Transposome/JG_CO_059_E	0.00134997117922493	0.0987196494276608	0.502482892433169	0.0164622545405614	0.00260167404295086	0.00467619192675157	5.53244847133257e-05	0.00656005954104026	7.60408319031273e-05	0.00164189709393893	0.000167987586193658	0.00526879730833642	0.0337190282951398
4_Transposome/JG_CO_059_F	0.0016565467217388	0.0952661507508711	0.501923333455483	0.0177608637124013	0.0026379670846406	0.00447750500176012	4.68773312432097e-05	0.00667622072329683	8.64114116658613e-05	0.00198419254108598	0.000154156425998012	0.00546425747318756	0.0317104173688961
4_Transposome/JG_CO_059_G	0.00156240715739203	0.0974563388174843	0.508218970728124	0.0172382296710264	0.00259725168153926	0.00458974304676467	4.49120045608004e-05	0.00619502200968166	8.96304709447861e-05	0.00167921409447556	0.000173197808436561	0.00522485670849293	0.0342830258000801
4_Transposome/JG_CO_059_H	0.00183053926451107	0.0858916767686877	0.479274657038132	0.0187340278117905	0.002642199073849	0.004488650361934	6.0489998258825e-05	0.00645861111747562	7.51089383500542e-05	0.00191459689706448	0.000157821653095747	0.00533244105786471	0.0321145423613529
4_Transposome/JG_CO_059_I	0.00142055929136444	0.0973364561594755	0.50555914103048	0.0162296240004153	0.00263386580724777	0.00464281930470542	6.37302053154936e-05	0.00618130199000473	0.00010122979026786	0.00147149016118618	0.000152831270529241	0.00526289434794338	0.033950267881319
4_Transposome/JG_CO_059_J	0.00148509494681896	0.0974333272002726	0.497075058124793	0.0139873067642284	0.00256053640384941	0.00421459861229495	5.77964081612761e-05	0.00625558119652474	8.37572330109816e-05	0.00119237163793924	0.000145945415910399	0.00467883009202506	0.0339790992254387
